game_id,game_date,gamepage_url,game_name,teamA,teamB,if_video,video_heading,video_page,game_rem_time,current_score,is-home-team,data-is-scoring,video_link,if_video_downloaded,video_id
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Butler 3' Driving Finger Roll Layup (2 PTS),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=29&GameID=0041900404&Season=2019-20&flag=1&title=Butler%203%27%20Driving%20Finger%20Roll%20Layup%20(2%20PTS),09:14,5 - 4,True,True,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Howard S.FOUL (P1.T1) (T.Brown),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=30&GameID=0041900404&Season=2019-20&flag=1&title=Howard%20S.FOUL%20(P1.T1)%20(T.Brown),09:14,,False,False,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/30/d266ec78-b0c9-a014-7479-68c335a77b68_1280x720.mp4,False,d266ec78-b0c9-a014-7479-68c335a77b68
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Butler Free Throw 1 Of 1 (3 PTS),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=32&GameID=0041900404&Season=2019-20&flag=1&title=Butler%20Free%20Throw%201%20of%201%20(3%20PTS),09:14,5 - 5,True,True,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,James Bad Pass Turnover (P1.T4),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=33&GameID=0041900404&Season=2019-20&flag=1&title=James%20Bad%20Pass%20Turnover%20(P1.T4),09:02,,False,False,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Adebayo STEAL (1 STL),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=33&GameID=0041900404&Season=2019-20&flag=1&title=Adebayo%20STEAL%20(1%20STL),09:02,,True,False,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Adebayo Step Out Of Bounds Turnover (P1.T2),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=35&GameID=0041900404&Season=2019-20&flag=1&title=Adebayo%20Step%20Out%20of%20Bounds%20Turnover%20(P1.T2),09:00,,True,False,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Adebayo P.FOUL (P1.T1) (T.Brown),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=36&GameID=0041900404&Season=2019-20&flag=1&title=Adebayo%20P.FOUL%20(P1.T1)%20(T.Brown),08:52,,True,False,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/36/5dd2314e-c8a1-8810-2a5c-b0409b68cddc_1280x720.mp4,False,5dd2314e-c8a1-8810-2a5c-b0409b68cddc
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Caldwell-Pope 3' Driving Finger Roll Layup (5 PTS) (James 2 AST),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=38&GameID=0041900404&Season=2019-20&flag=1&title=Caldwell-Pope%203%27%20Driving%20Finger%20Roll%20Layup%20(5%20PTS)%20(James%202%20AST),08:41,7 - 5,False,True,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/38/f9066558-f250-59e0-1eb6-2d898cdd53b0_1280x720.mp4,False,f9066558-f250-59e0-1eb6-2d898cdd53b0
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Herro 2' Driving Reverse Layup (2 PTS),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=40&GameID=0041900404&Season=2019-20&flag=1&title=Herro%202%27%20Driving%20Reverse%20Layup%20(2%20PTS),08:17,7 - 7,True,True,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,MISS Davis 22' Pullup Jump Shot,https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=41&GameID=0041900404&Season=2019-20&flag=1&title=MISS%20Davis%2022%27%20Pullup%20Jump%20Shot,07:56,,False,False,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Herro REBOUND (Off:0 Def:1),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=42&GameID=0041900404&Season=2019-20&flag=1&title=Herro%20REBOUND%20(Off:0%20Def:1),07:55,,True,False,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/42/d516d614-adbd-c245-9418-8d5a391ecd4c_1280x720.mp4,False,d516d614-adbd-c245-9418-8d5a391ecd4c
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Robinson 3PT Fadeaway Jumper (3 PTS) (Butler 1 AST),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=44&GameID=0041900404&Season=2019-20&flag=1&title=Robinson%203PT%20Fadeaway%20Jumper%20(3%20PTS)%20(Butler%201%20AST),07:44,7 - 10,True,True,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/44/64bad2c5-4b4c-2543-5973-8a153ae4c2d9_1280x720.mp4,False,64bad2c5-4b4c-2543-5973-8a153ae4c2d9
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,Caldwell-Pope 24' 3PT Jump Shot (8 PTS) (James 3 AST),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=46&GameID=0041900404&Season=2019-20&flag=1&title=Caldwell-Pope%2024%27%203PT%20Jump%20Shot%20(8%20PTS)%20(James%203%20AST),07:20,10 - 10,False,True,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/46/ca9bf5b5-76b8-ed48-5b10-c40d877404ca_1280x720.mp4,False,ca9bf5b5-76b8-ed48-5b10-c40d877404ca
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,MISS Crowder 27' 3PT Jump Shot,https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=48&GameID=0041900404&Season=2019-20&flag=1&title=MISS%20Crowder%2027%27%203PT%20Jump%20Shot,07:07,,True,False,https://videos.nba.com/nba/pbp/media/2020/10/06/0041900404/48/48887822-23d3-da2f-cabc-ef1365bc1aa1_1280x720.mp4,False,48887822-23d3-da2f-cabc-ef1365bc1aa1
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,James REBOUND (Off:1 Def:1),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=49&GameID=0041900404&Season=2019-20&flag=1&title=James%20REBOUND%20(Off:1%20Def:1),07:06,,False,False,,False,
/game/lal-vs-mia-0041900404,2020-10-06,https://www.nba.com/game/lal-vs-mia-0041900404/play-by-play?period=All,Lakers vs Heat 2020-10-06,Lakers,Heat,True,James Bad Pass Turnover (P2.T5),https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=50&GameID=0041900404&Season=2019-20&flag=1&title=James%20Bad%20Pass%20Turnover%20(P2.T5),06:49,,False,False,,False,
